0B	1099.9063
1O	-13.0532

0Be	-299.9346
1F	252.9593

0Be	-199.9120
1H	188.4796

0H	-49.8942
1C	43.7910

0C	1630.1067
1O	27.7801

0Cl	98.2451
1Cl	98.2451

0O	-39.0239
1H	-66.9878

0H	-38.6430
1S	8.1708

0B	354.1494
1H	42.4759
2H	42.4759

0Be	-271.4652
1O	-53.3568
2H	3.0492

0C	228.3010
1H	-10.9087
2H	-10.9087

0C	68.5748
1H	-39.4867
2H	-39.4867

0C	236.7521
1C	1068.1087
2H	56.4876

0C	384.2996
1H	380.2610
2O	-36.2957

0C	288.5736
1H	133.8103
2S	9.3485

0H	-20.9828
1O	-42.8845
2O	-26.7515

0O	-60.6681
1H	-71.1213
2H	-71.1213

0H	-61.4162
1H	-61.4162
2N	25.2296

0C	73.9109
1H	-65.5083
2H	-65.5086
3H	-65.5079

0C	403.8759
1F	217.3328
2F	217.2950
3H	69.5405

0C	-71.3589
1H	229.6745
2H	229.6747
3N	21.2809

0N	39.2959
1H	-76.1436
2H	-76.1434
3H	-76.1434

0P	1062.1915
1H	15.1347
2H	15.1868
3H	15.1786

0C	-12.4760
1C	313.5421
2H	175.9521
3H	111.8112
4H	54.3307

0C	67.8117
3C	-64.1053
1H	-60.9792
2H	-60.9777
4N	9.0605

0C	61.6924
3C	-56.1924
1H	-59.4296
2H	-59.4714
4O	-15.1863

